0,1,2,3,4,5,6,7
,Faba bean,HFB-3 (HB 14-21),Variety,"ICAR-AICRP on Pulses, CCS Haryana Agricultural University, Hisar, Haryana","Northern plain zone of the country (Haryana, Punjab, Delhi) & Central Zone (Uttar Pradesh and Chhattisgarh).","Suitable for irrigated, timely sownRabiseason in high fertility conditions, yield 23.65 q/ha, medium maturity (129 – 137 days), seedprotein 28.05%,moderately resistant toAlternarialeaf blight, root rot",
,Mungbean,Lam Pesara 610 (LGG 610),Variety,"ICAR-AICRP on Pulses, RARS, Lam, Guntur, Acharya N.G. Ranga Agricultural University. Andhra Pradesh","South zone states, Andhra Pradesh, Telangana, Tamilnadu, Karnataka, Kerala and Odisha during rabi season for both rice fallows and upland conditions","Suitable forrice fallows and upland situationsduringRabiseason for mechanical harvesting, yield 11.17 q/ha, maturity 74 days, protein (23.16%), resistant to mungbean yellow mosaic virus",
,Mungbean,PMS-8,Open Pollinated Variety,National Capital Region of Delhi,"Division of Genetics, ICAR-Indian Agricultural Research Institute, New Delhi","Suitable forSalt affected conditions[ECe 5.8-6.5 dS/m], Average seed yield 494.5 q/ha, Matures in 70 days",
OILSEEDS,,,,,,,
,Safflower,ISF-123-sel-15,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana","Karnataka, Maharashtra, Andhra Pradesh, and Telangana","Suitable forlate sown rainfed condition, yield 16.31 q/ha, maturity 127 days, oil content high (34.3%), resistant toFusariumwilt, moderately tolerant to highly susceptible aphid infestations",
,Safflower,ISF-300,Variety,"ICAR-Indian Institute of Oilseeds Research, Hyderabad, Telangana","Maharashtra, Karnataka, Andhra Pradesh, Telangana, Madhya Pradesh, Chhattisgarh","Suitablefor timely sown rainfed/irrigatedcondition, yield17.96 q/ha, maturity134 days, oil content 38.2%,resistant toFusariumwilt",
,Soybean,NRC 197,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh",Himachal Pradesh and Uttarakhand,"Suitable forrainfedKharifseason, yield 16.24 q/ha, maturity 112.67 days, non-shattering, tolerant to lodging, resistant to insect-pest complex, resistant to stem fly, highly resistant to semilooper, moderately resistant toSpodoptera litura",
,Soybean,NRC 149,,"ICAR-Indian Institute of Soybean Research, Indore, Madhya Pradesh","Punjab, Haryana, Delhi, North Eastern Plains of Uttar Pradesh, Plains of Uttarakhand and Eastern Bihar","Suitable forrainfedKharifseason,yield 24.0 q/ha, maturity 127 days, non-shattering, non-lodging, highly resistant to stemfly, defoliators, white fly, YMV, pod blight,Rhizoctoniaaerial blight",
,Groundnut,Girnar 6 (NRCGCS 637),,"ICAR-Directorate of Groundnut Research, Junagadh, Gujarat","Recommended for Zone I (Rajasthan, Uttar Pradesh, Punjab states and Haryana) of India","Suitable for timely sownKharifseason, yield 30.30 q/ha, maturity123 days, oil content 51%, protein content 28%, moderately tolerant toearly and late seasons drought, moderately resistant to early leaf spot, rust,Alternariablight, collar rot, stem rot, dry root rot, less incidence of leaf hoppers, thrips,Spodoptera",
,Groundnut,TCGS 1707 (ICAR KONARK) Spanish Bunch,,"ICAR-AICRP on Groundnut, Acharya N.G. Ranga Agricultural University, Tirupati, Andhra Pradesh",Odisha and West Bengal,"Suitable for timelysown rainfed/ irrigatedKharif,yield 24.76 q/ha, maturity 110-115 days, oil content 49%, protein content29%, moderately resistant to foliar diseases (LLS and Rust), soil borne diseases (collar rot, stem rot and dry root rot), moderately resistant to sucking pests (LH and thrips)",
,Sesame,Tanjila (CUMS-09A),Open Pollinated Variety,"ICAR-AICRP on Oilseeds, Institute of Agricultural Science, University of Calcutta, Kolkata, West Bengal","West Bengal, Bihar, Odisha, Maharashtra, Chhattisgarh, Telangana, Karnataka, Tamil Nadu and Kerala","Suitable for irrigated,summer crop with early or late sown condition,seed yield 963 kg/ha - 1147.7 kg/ha, oil yield 438.5 kg/ha - 558.0 kg/ha, oil content 46.17%, maturity 91days, high degree of resistance to diseases like root rot, phyllody and powdery mildew, no major insect pests are reported",
FORAGE CROPS,,,,,,,
,Forage Pearl Millet,JPM 18-7 (Jawahar Pearl Millet 18-7),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh","Rajasthan, Punjab, Haryana, Gujarat, Madhya Pradesh,Maharashtra, Uttar Pradesh, Chhattisgarh, Telangana, Andhra Pradesh, Tamil Nadu and Karnataka","Suitable forrainfed/ irrigatedunder normal fertility condition during rainy season, yield 440-480 q/ha (green fodder), maturity 120-130 days, moderately resistance to leaf blast, grasshopper, Pyrilla and leaf defoliators",
,Berseem,Jawahar berseem 08-17 (JB 08-17),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh","Madhya Pradesh, Maharashtra, Gujarat, Chhattisgarh and Uttar Pradesh","Suitable for irrigatedmulti-cutduring winter season, yield 620-650 q/ha (green fodder), maturity 190-200 days, tolerance for leaf spot and blight",
,Forage Multicut Oat,Him Palam Forage Oat-1 (PLP-24),Open Pollinated Variety,"ICAR-AICRP on Forage Crops,  CSK Himachal Pradesh Krishi Viswhavidyalaya, Palampur, Himachal Pradesh","Himachal Pradesh, Jammu and Kashmir and Uttarakhand","Suitable for timely sown, normal fertility and irrigated condition, yield 260-300 q/ha (green fodder yield), maturity 180-185 days,resistant to powdery mildew",
,Oat,Jawahar Oat 13-513 (JO- 13-513),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, Jawahar Lal Nehru Krishi Viswha Vidyalaya, Jabalpur, Madhya Pradesh","Punjab, Haryana, Uttar Pradesh, Uttarakhand, Odisha, Bihar, Jharkhand, Assam and Uttar Pradesh","Suitable for Oat growing areas of eastern and north-western zone, yield 225-250 q/ha (green fodder yield), maturity 135-145 days, moderately resistance to leaf blight",
,Forage Maize,Pusa Forage Maize Hybrid-1 (AFH-7),Hybrid,"ICAR-Indian Agricultural Research Institute, New Delhi","Tarai region of Uttarakhand, Punjab, Haryana and Rajasthan","Suitable for irrigated, Kharif season, green fodder yield 413.1 q/ha, maturity 95-105 days,higher acid detergent fiber (ADF) - 41.9%, neutral detergent fiber (NDF) - 62.5%,In-Vitrodry matter digestibility (IVDMD) - 56.4%, resistant to Maydis leaf blight (MLB),moderately resistant toChilo partellus",
,Fodder Maize,HQPM 28,Hybrid,"ICAR-AICRP on Forage Crops, CCSHaryana Agricultural University, Regional Research Station, Karnal, Haryana","All fodder growing areas of Central Zone (Uttar Pradesh (Bundelkhand region), Maharashtra, Madhya Pradesh, Chhattisgarh)","Suitable for Central Zone during Kharifseason, yield 427.6 q/ha (green fodder), 79.06 q/ha (dry matter), 20.9 q/ha (seed yield), 7.0 q/ha (crude protein), maturity 98 days, three-wayQuality Protein Maize (QPM) hybrid,good for silage, resistant toMaydisleaf blight, BLSB and at par with checks for resistance against fall army worm",
,Forage Sorghum,CSV 57F (SPV 2801) (UTFS 111),Open Pollinated Variety,"ICAR-AICRP on Forage Crops, G.B. Pant University of Agriculture & Technology, Pantnagar","Haryana, Punjab, Uttarakhand, Gujarat, Uttar Pradesh, Rajasthan and Delhi","Suitable forrainfedKharif,yield - 435q/ha (green fodder); 139q/ha (dry fodder), maturity130-135 tolerant to major leaf disease viz. grey leaf spot, sooty stripe,Anthracnose, zonate leaf spot, tolerant to shoot fly, stem borer",
SUGARCANE,,,,,,,
,Sugarcane,Karan 17(Co 17018),Variety,"ICAR-Sugarcane Breeding Institute, Coimbatore, Tamil Nadu","North West Zone (Haryana, Punjab, western and central Uttar Pradesh, Rajasthan, Uttarakhand)","Suitable for irrigated timely to late sown season,yield914.8 q/ha, maturity 330-360 days,sucrose18.38%, CCS 12.78%,tolerant to salinity, resistant to moderately resistant to red rot, resistant to susceptible to smut, mostly resistant to moderately resistant to YLD, least susceptible to shoot borer, stalk borer and top borer",
,Sugarcane,IKHSU-16 (CoLk 16202),Open Pollinated Variety,"ICAR- Indian Institute of Sugarcane Research, Lucknow, Uttar Pradesh","Punjab, Haryana, Uttarakhand, Rajasthan, Central and Western Parts of Uttar Pradesh","Suitable for irrigated condition, yield 932 q/ha,sucrose (%) 17.74, CCS 114.3 q/ha, maturity early(10 months),tolerant to drought,moderately resistant to CF08 and CF13 of red rot pathogen, smut, wilt",
,Sugarcane,IKHSU-17 (CoLk 16470),Open Pollinated Variety,"ICAR- Indian Institute of Sugarcane Research, Lucknow, Uttar Pradesh","Eastern Part of Uttar Pradesh, Bihar, Jharkhand, West Bengal and Assam","Suitable for irrigated condition, yield 825.0 q/ha, CCS yield 95. 9 q/ha, sucrose 17.37%, maturity 360 days, excellent performance under waterlogged condition, moderately resistant to red rot, smut, least susceptible to major insect-pests",
,Sugarcane,CoPb 99 (CoPb 17215),Open Pollinated Variety,"ICAR-AICRP on Sugarcane, PAU Regional Research Station, Kapurthala, Punjab","Punjab, Haryana, Uttarakhand, Rajasthan, Central and Western Parts of Uttar Pradesh","Suitable for growing in medium and high fertile soil under irrigated subtropical climatic conditions during spring season, yield - CCS 112.7 q/ha, meancane yield 901.4 q/ha, sucrose 18.01%,maturity – mid-late (12 months), moderately resistant / resistant to prevalent races of red rot, less susceptible towards early shoot borer, stalk borer and top borer",
FIBRE CROPS,,,,,,,
,Cotton,CICR-H Bt Cotton 65 (ICAR -CICR 18 Bt),Hybrid,"ICAR-Central Institute of Cotton Research, Nagpur, Maharashtra",Central Zone,"Suitable forrainfed condition, yield 15.47 q/ha, maturity 140-150 days, resistant to most of the diseases viz; bacterial blight, grey mildew,Alternaria,Corynosporaleaf spot,Myrothcieum, tolerant to most of the pests viz; jassids, aphids, thrips, leaf hopper",
,Cotton,CICR- H Bt Cotton 40 (ICAR-CICR- PKV 081 Bt),Hybrid,"ICAR-Central Institute of Cotton Research, Nagpur, Maharashtra",South Zone,"Suitable forrainfed condition, yield 17.30 q/ha, maturity 140 to 150 days, resistant to jassids, thrips, whitefly, aphids, tolerant to bacterial leaf blight,Alternarialeaf blight, Gray mildew",
,Cotton,Shalini (CNH 17395) (CICR-H Cotton 58),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra","Madhya Pradesh,Maharashtra & Gujarat","Suitable for rainfedKharifcondition, yield 14.41 q/ha, maturity 160 to 165days,brown linted naturally colour cotton suitable for handloom weaving,tolerant to sucking pests, bollworms, resistant to disease free forAlternarialeaf spot, bacterial blight,Corynesporaleaf spot in the Central Zone under rainfed conditions",
,Cotton,CNH-18529 (CICR-H NC Cotton 64),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra","Chhattisgarh,Gujarat, Madhya Pradesh and Maharashtra)","Suitable forrainfed and irrigated conditionsof Central Zone, yield of 10.11 q/ha, maturity 160-165 days, tolerant to aphids, jassids, whitefly, thrips,Heliothis armigera, pink bollworms, resistant to moderately resistant toAlternarialeaf spot, grey mildew, bacterial blight,Corynesporaleafspot, rust",
,Cotton,PDKV Dhawal (AKA-2013-8),Hybrid,"AICRP on Cotton, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola, Maharashtra","Madhya Pradesh, Maharashtra and Gujrat","Suitable for timely sownKharifunderrainfed situation, yield 12.84 q/ha, maturity 160-180 days, tolerant to leaf hoppers, bacterial leaf blight,Myrotheciumleaf spot,Alternarialeaf spot,Grey mildew",
,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal","West Bengal, Odisha, Bihar, Uttar Pradesh, Tripura and Assam","Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
POTENTIAL CROPS,,,,,,,
,Buckwheat,Him Tara (EC125940),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Northern Hill zone (Himachal Pradesh and Uttarakhand),"Suitablefor rainfedKharifhillyareas, seed yield 14.04 q/ha, maturity 92.06 days triangular dark brown seeds with protein content of 13.10% and low phenolic content, no disease or insect pest infestation reported",
,Amaranth,Him Gauri (IC037156),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Northern Hills Zone (NHZ) Himachal Pradesh and Uttarakhand,"Suitable for grain purposes cultivation during rainfedKharifseason inmid to high hilly areas, seed yield 24.06 q/ha, maturity 128.46 days, significantlyhigher Lysine content (7.18 g/ 16g N), higher total protein content (13.52 %),no disease or insect pest infestation reported",
,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan","WZ (Rajasthan, Gujarat, Maharashtra); NPZ (U.P.); EZ (Odisha, Jharkhand) and CZ (Chhattisgarh)","Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat","WZ (Gujarat, Rajasthan, Maharashtra), NPZ (Utter Pradesh, CZ (Chhattisgarh), EZ Jharkhand and Odisha)","Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
,Grain Amaranth,VL Chua 140,Open Pollinated Variety,"ICAR - Vivekananda Parvatiya Krishi AnusandhanSansthan, Almora, Uttarakhand","Uttarakhand, Himachal Pradesh","Suitable forrainfedKharifecology, yield 16.86 q/ha, maturity 125-127 days, fertilizer responsive, no major insect pests and disease incidence was reported at any of the location",
,Winged bean,PWB 17-18 (Phule Shrawani),Variety,"ICAR-AINP on Potential Crops, Mahatma Phule Krishi Vidyapeeth, Rahuri,  Maharashtra","WZ (Maharashtra), CZ (Chhattisgarh), NPZ (Uttar Pradesh) and EZ (Jharkhand state)","Suitable for irrigated well drained soil having medium fertility inKharifseason, seed yield 13.81 q/ha, green pod yield 142.96 q/ha, maturity late - 160 – 168 days (seed), 85 – 95 days (seed to pod),contains 24.95% protein, 16.01% oil, no disease and pests observed",
,Adzuki bean,Him Jwala (IC341939),Variety,"ICAR - National Bureau of Plant Genentic Resources, Shimla, Himachal Pradesh","Northern Hills zone (Himachal Pradesh, Uttarakhand) and part of Northeastern States","Suitable for Northern hilly areas during rainfedKharifseason, yield 19.54 q/ha, maturity 108 days, nutrition rich (protein 21.07%, K 1729 mg/100 g, Na 154 mg/100 g, Ca 286 mg/100 g, Fe 8.4 mg/100 g), no disease or insect pest infestation was reported under natural field conditions",
,Pillipesara,Prathama (OUAT Kalinga Pillipesara-1) (IC 524667),Variety,"ICAR-AINP on Potential Crops, Odisha University of Agriculture & Technology, Bhubaneswar, Odisha",Odisha (Eastern Zone) & Tamil Nadu (Southern Zone),"Suitable for early sowing irrigated uplands / medium lands inKharif, yield–seed 1.82 q/ha, green biomass - 157.46 q/hacontaining crude protein (17.3%), crude fibre (17.62%), ether extract (1.17%), acid soluble ash (1.60%),maturity medium (83 days), no disease or insect pest infestation was reported under natural field conditions, resistant to YMV",
,Kalingada (Water melan),SKNK 1407 (Gujarat Kalingada 3),Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Gujarat and Rajasthan,"Suitablefor rainfedKharifseason,yield 217 kg/ha (seed), 89.81q/ha (fruit), maturity 77 - 87 days, tolerant to drought, seeds containhigher amount of oil (33.35 %), protein, (18.13 %), Fe (5.97 mg/100g),good amount of crude fiber, phenol, Zn, lysine, no major diseases and insect-pests were observed",
,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya","NHZ and NEHZ (Uttarakhand, Manipur, Meghalaya, Mizoram, Sikkim, Arunachal Pradesh and Nagaland)","Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
,Perilla,Poorvottar Perilla-1(IC-615369),Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya","NHZ and NEHZ (Uttarakhand, Manipur, Meghalaya, Mizoram, Sikkim, Arunachal Pradesh and Nagaland)","Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 11.15 q/ha, maturity medium-late (160.63 days), lodging tolerant,very useful as oriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic, no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
HORTICULTURAL CROPS,,,,,,,
Fruits,,,,,,,
,Mango,Arka Udaya,Hybrid,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",All mango growing states,"It is a hybrid between Amrapali x Arka Anmol. Trees aresemi-vigorousand having the bunch bearing habit.The fruits have pink blush on peel and good quality. Fruit is oblong in shape with the average weight of 200-250 g,orangeyellow thick pulp with high TSS 24 (0Brix), 13.55 mg/ 100 g of total carotenoids and long keeping quality of 12-15 days. It is late bearing, having yield potential of 18-20 t/ha at the spacing of 5 m x 5 m.",
,Mango,Ambika,Hybrid,"ICAR- Central Institute for subtropical Horticulture, Lucknow- Uttar Pradesh",All mango growing states,"It is a climate resilient hybrid (Amrapali x Janardan Pasand) recommended for subtropical and tropical regions. It is a regular bearer, high yielding and late in maturity type. Fruits have attractive dark red blush on yellow coloured peel, pulp dark yellow, firm with scanty fibre.  Fruits weigh about 300-350 g, TSS is moderate (21°Brix), rich in mangiferin content. Yields about 80 kg/plant by about 10 years of planting It has good potential for both internal and export markets.",
,Mango,Arunika,Hybrid,"ICAR- Central Institute for subtropical Horticulture, Lucknow- Uttar Pradesh",All mango growing states,"It is a dwarf hybrid developed by crossing between Amrapali x Vanraj. It is a regular bearer and late in maturity. Fruits are smooth, orange yellow peel with red blush, keeping quality excellent with pleasant flavour. Medium fruit weight (190-210 g), good TSS (24.6°Brix), pulp orange-yellow, with scanty fibres and rich in mangiferin and lupeol contents. Yields about 70 kg/plant by about 10 years of planting under improved cultural practice.It has wider adaptability, suitable for growing in subtropical and tropical regions.",
,Pomegranate,Solapur Anardana,Hybrid,"ICAR-National Research Centre on Pomegranate, Solapur, Maharashtra",All pomegranate growing states,"It is a processing variety developed from three-way cross of Bhagawa x [(Ganesh x Nana) x Daru]. Fruits big (280 g), maturity period is 148-150 days, with potential yield of 30.72 kg/tree. It has red aril and rind, red good TSS (16.6°Brix), high titratable acidity (4.8%), vit. C (18.20 mg/100 g), moderate anthocyanins (456 mg/100 g with goodanardanarecovery (21.6%).It is moderately bacterial blight and drought tolerant.",
,Guava,Lalit,OpenPollinated Variety,"ICAR- Central Institute for subtropical Horticulture,  Lucknow- Uttar Pradesh",Uttar Pradesh,"Fruits are round, medium sized with thick pericarp (>1.5 cm). The variety is heavy having saffron yellow-colored fruits (185-200 g) with red blush, pulp firm, pink in colour with good sugar & acid blend. It has about 250 mg/100 g vit. ‘C’ content. Fruits have high lycopene content (4.5-6.5 mg/100 g pulp) and is adual-purpose variety suitable for both table and processing purpose.",
,Guava,Arka Kiran,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bangalore, Karnataka","Andhra Pradesh, Karnataka and Maharashtra Tamil Nadu,","Climate resilient variety having semi-vigorous growth habit. Fruits are round, medium sized (180 to 190 g),pulp is dark red, with medium soft seeds (4-6 kgf), rich in lycopene (7.41 mg/100 g pulp) and medium in ascorbic acid (190 to 200 mg/100g) with stable flavour. It yields 38 to 40 kg /tree/year after 4thyear of planting.It has wider adaptability is tropical and sub-tropical regions.",
,Bael,Swarna Vasudha,OpenPollinated Variety,"ICAR - Research Complex for Eastern Region, Patna, Bihar",Jharkhand,"It is a medium vigorous, regular bearing, big fruits (1100 to 1800 g), high yield under rainfed condition (43.8 kg/plant), high pulp recovery (>80%), TSS(>40°Brix), acidity (0.54%). The fruit is low seed content (<2%) with thin shell (< 2 mm). The plant is semi vigorous having yield potential of 17-19 t/ha in High Density Planting (5 m x 5 m).",
,Pummelo,Arka Chandra,Individual Plant Selection,"ICAR-Indian Institute of Horticultural Research, Bangalore, Karnataka",All Citrus growing states,"Arka Chandra (clone 18-5)is a clonal selection from accession 18 that is being maintained in the field gene bank at IIHR, Bengaluru. The tree is medium-sized (2.0-3.0 m) and spreading. It is a medium vigorous, Average yield 35-40 fruits/plant/season after 4 years of planting). Fruit weight ranged from 0.8-1.0kg, spheroid fruit shape and has white pulp, TSS (11-12°B), acidity (0.89%) and sweet in taste withlower amount of Naringenin (344.75 ng/ml).",
,Vegetables,,,,,,
,Tomato,Pusa Shakti,OpenPollinated Variety,"ICAR-Indian AgriculturalResearch Institute, New Delhi","Chhattisgarh, Odisha,Andhra Pradesh and Telangana","This tomato variety is suitable for open-field cultivation during May-October. Ripe fruits have a thick pericarp (7.00 mm), moderate TSS (4.8oBrix), and lycopene (6mg/100 g) content. Due to the thick pericarp, it is easy to transport.It is also tolerant to high temperatures.The average yield is 351 q/ha.",
,Tomato,Pusa Tomato Hybrid 6,Hybrid,"ICAR-Indian AgriculturalResearch Institute, New Delhi","Chhattisgarh, Orissa, Telangana and Andhra Pradesh","This tomato hybrid is resistant to four diseases including, ToLCD (tomato leaf curl disease, late blight, Fusarium-wilt and bacterialwilt.It has high Vit. C (29 mg/100 ml of juice) andis suitable for both Kharif and rabi seasons with duration of 130-150 days after planting. The fruits (80-90 g) are heart-shaped with thick pericarp (0.5 cm), moderate TSS (>4.50oBrix), high acidity (>0.4%). Average yield is 900q/ha inkharif(autumn-winter) and 600q/ha inrabi(spring-summer).",
,Bottle gourd,Kashi Shubhara,OpenPollinated Variety,"ICAR- Indian Institute of vegetable Research , Varanasi, Uttar Pradesh","Uttar Pradesh, Bihar, Jharkhand and Punjab","This variety is suitable forkharif, zaidand off-season production under low tunnel/ protected structure.Fruits are light green, smooth cylindrical (gutka type) and medium long (28-30 cm).Suitable for packaging, distance transportation and export due to better keeping quality.The yield potential is 600 q/ha.",
,Okra,Arka Nikita,Hybrid,"ICAR- Indian Institute of Horticultural Research, Bengaluru",Karnataka,"Genic Male sterility based F1hybrid resistant to YVMV disease. Fruits are dark-green, tender, smooth andfree from spines, and rich in iodine (33.38 µg/100 g FW).It has yield potential of 21 to 24 t/ha.",
,Indian bean,Kashi Bouni Sem- 207,OpenPollinated Variety,"ICAR- Indian Institute of vegetable Research , Varanasi, Uttar Pradesh","Punjab, Uttar Pradesh, Bihar, Jharkhand, Rajasthan, Gujarat, Haryana and Delhi",Bushy in growth habit(plant height 65-70 cm). First picking starts at 90-95 days after seed sowing and pods are available up to last week of March. Pods are 10-12 cm in length; 2.50-2.80 cm in width and weigh 9.0 g.It is tolerant to DYMV and high temperature 35oC).It has average yield 236 q/ha in 5 pickings.,
,Indian Bean,Arka Vistar,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",Karnataka,"It a climate resilient, pole type and photo-insensitive variety.Pods are long, thick, very broad and dark green coloured. It has pod yield of 37.0 t/ha after 120 days.",
,Muskmelon,Thar Mahima,OpenPollinated Variety,"ICAR- Central Institute for Arid Horticulture, Bikaner, Rajasthan",Rajasthan,Fruits are round (780-900 g) having TSS of 11.58-11.800Brix. Flesh is salmon orange and 2.8-3.2 cm thick. netted with sutures. It is characterized by deep lobing of leaves with marketable yield of 200 q/ha.It is tolerant to high temperature.,
,Watermelon,Thar Tripti,OpenPollinated Variety,"ICAR- Central Institute for Arid Horticulture Beechwal, Bikaner- Rajasthan","Madhya Pradesh, Maharashtra and Goa",Fruits are attractive and characterized by green stripes and round shape. The fruit weight 2.3-3.4 kg with light red flesh colour.TSS ranges from 11.5-12.170Brixand rind thickness can range from 5.0-1.8 cm; The first harvest of fruits can be carried out 75-80 days after sowing. It istolerant to mosaic disease and hasaverage yield 400 q/ha.,
,Tuber Crops,,,,,,
,Potato,Kufri Chipsona-5,"Vegetatively Propagated, self-pollinated","ICAR-Central Potato Research Institute, Shimla, Himachal Pradesh","Haryana, Uttarakhand, Uttar Pradesh, Madhya Pradesh, Gujarat Rajasthan and Chhattisgarh","It produces white cream, ovoid tubers with shallow medium eyes and creamy flesh and has good storability under ambient conditions. Medium maturing (90-100 days), high-yielding variety (35 t/ha) forprocessing (chip making) use.It has 21% tuber dry matter, low sugars (<100 mg/100 g FW) and acceptable chip clolour.It has moderate resistance to late blight.",
,Potato,Kufri Jamunia,"Vegetatively Propagated, self-pollinated","ICAR- Central Potato Research Institute, Shimla, Himachal Pradesh","Haryana, Punjab, Uttar Pradesh, Uttarakhand Plains, Madhya Pradesh, Rajasthan, Chhattisgarh, Gujarat, Odisha, Assam, West Bengal and Bihar","It produces dark purple oblong tubers with shallow eyes and purple flesh.  Medium maturing (90-100 days), high-yielding variety (32-35 t/ha) suitable for table use.It has high antioxidants (ascorbic acid: 52 mg, carotenoids: 163 ug, anthocyanins: 32 mg/100 g fresh weight) in flesh, with high tuber dry matter. It has good keeping quality.",
,Potato,Kufri Bhaskar,"Vegetatively Propagated, self pollinated","ICAR-Central Potato Research Institute, Shimla- Himachal Pradesh","Haryana, Punjab, plains of Uttarakhand, Uttar Pradesh-early season planting) and Central plains (Rajasthan, Gujarat, Chhattisgarh for main planting)","It is a heat tolerant variety having mite and hopper burn tolerance.Early-medium maturing (85-90 days),with good yield potential (30-35 t/ha) and long storability under ambient conditions. It produces white-cream ovoid, tubers with shallow medium eyes and cream coloured flesh.",
,Spices,,,,,,
,Nutmeg,Kerala Shree,OpenPollinated Variety,"ICAR-Indian Institute of Spices Research, Kozhikode, Kerala","Kerala, Tamil Nadu, and other nutmeg growing areas of India","First farmers participatory variety with bold nuts and fully covered mace. Dry nut weight of 9.1-11.2 g; Dry mace wt. of 1.6-2.1g. Nut yield of 7560 kg per ha and Mace yield of 1512 kg/ha in 8th year of planting. Nut oil and mace oil are 5.9 and 7.5%, respectively. The oleoresin in mace is 9.1%.",
,Small Cardamom,IISR Manushree,OpenPollinated Variety,"ICAR- Indian Institute of Spices Research, Kozhikode, Kerala",Karnataka and Kerala,Drought tolerantvarietywith average yield of 550 kg dry capsules/ ha under irrigated conditions and 360 kg dry capsules/ha under moisture stress conditions. Over 50 % of the capsules are bold (> 8 mm) and stable.,
,Small Cardamom,IISR Kaveri,OpenPollinated Variety,"ICAR- Indian Institute of Spices Research, Kozhikode, Kerala",Karnataka,"Drought tolerant varietywith average yield of 482 kg dry capsules/ha under irrigated conditions and 308 kg dry capsules/ha under moisture stress conditionsCompact flowering variety with 70 % of the capsules are > 8 mm.High essential oil 9.08 % (irrigated conditions), 9.51 % (moisture stress conditions) content",
